Date,Open,High,Low,Close,Adj Close,Volume,Type
15-03-2023,0.074805,0.076058,0.068141,0.069866,0.069866,528466415,DOGE
16-03-2023,0.069878,0.073477,0.069254,0.072718,0.072718,326147102,DOGE
17-03-2023,0.072731,0.077297,0.071814,0.076509,0.076509,485591017,DOGE
18-03-2023,0.07651,0.078764,0.072946,0.07305,0.07305,517840653,DOGE
19-03-2023,0.073041,0.076602,0.073041,0.074813,0.074813,338882489,DOGE
20-03-2023,0.074807,0.075608,0.071022,0.071487,0.071487,409238948,DOGE
21-03-2023,0.071491,0.077477,0.070862,0.076894,0.076894,631254174,DOGE
22-03-2023,0.07687,0.077643,0.072134,0.073999,0.073999,693511781,DOGE
23-03-2023,0.073996,0.078934,0.073295,0.077412,0.077412,637122733,DOGE
24-03-2023,0.077404,0.07749,0.073388,0.07468,0.07468,396748009,DOGE
25-03-2023,0.074682,0.075914,0.072964,0.074044,0.074044,286831067,DOGE
26-03-2023,0.074055,0.075376,0.073721,0.074417,0.074417,228916506,DOGE
27-03-2023,0.074426,0.075831,0.071756,0.072895,0.072895,435284210,DOGE
28-03-2023,0.072899,0.073925,0.071937,0.073823,0.073823,276514415,DOGE
29-03-2023,0.073824,0.076733,0.073642,0.075627,0.075627,423884022,DOGE
30-03-2023,0.075642,0.076641,0.073684,0.074245,0.074245,372289117,DOGE
31-03-2023,0.074259,0.077722,0.073808,0.077035,0.077035,378314248,DOGE
01-04-2023,0.077025,0.085279,0.076144,0.084051,0.084051,933070185,DOGE
02-04-2023,0.081859,0.085279,0.077848,0.079089,0.079089,929778146,DOGE
03-04-2023,0.079087,0.10264,0.076632,0.096079,0.096079,3497240136,DOGE
04-04-2023,0.096083,0.102538,0.092871,0.095159,0.095159,3096545498,DOGE
05-04-2023,0.095168,0.098939,0.092084,0.092817,0.092817,1529520651,DOGE
06-04-2023,0.092822,0.092847,0.085412,0.085412,0.085412,1410995902,DOGE
07-04-2023,0.085438,0.086098,0.081891,0.082456,0.082456,858234171,DOGE
08-04-2023,0.082443,0.083826,0.081035,0.081405,0.081405,507929909,DOGE
09-04-2023,0.081401,0.083825,0.081354,0.08329,0.08329,454428407,DOGE
10-04-2023,0.083297,0.085272,0.08247,0.084852,0.084852,473882914,DOGE
11-04-2023,0.084851,0.08571,0.083899,0.084237,0.084237,472611203,DOGE
12-04-2023,0.084237,0.084429,0.081319,0.083433,0.083433,540510658,DOGE
13-04-2023,0.083428,0.088381,0.08302,0.087484,0.087484,810485328,DOGE
14-04-2023,0.087485,0.091116,0.085879,0.088785,0.088785,1007326042,DOGE
15-04-2023,0.088785,0.090447,0.087653,0.088974,0.088974,463978095,DOGE
16-04-2023,0.088968,0.091515,0.088231,0.090472,0.090472,594760862,DOGE
17-04-2023,0.090482,0.094595,0.088577,0.091449,0.091449,1360494890,DOGE
18-04-2023,0.091458,0.094495,0.090086,0.093989,0.093989,839983343,DOGE
19-04-2023,0.093988,0.094021,0.086849,0.087868,0.087868,1277738666,DOGE
20-04-2023,0.087857,0.092972,0.082998,0.083937,0.083937,1950918834,DOGE
21-04-2023,0.083934,0.084629,0.077517,0.078479,0.078479,853137910,DOGE
22-04-2023,0.078482,0.080919,0.078313,0.080375,0.080375,396888464,DOGE
23-04-2023,0.08038,0.080628,0.077437,0.07882,0.07882,365182428,DOGE
24-04-2023,0.078819,0.079973,0.077569,0.078784,0.078784,392854009,DOGE
25-04-2023,0.078783,0.079926,0.077756,0.079847,0.079847,343833135,DOGE
26-04-2023,0.079848,0.083372,0.076151,0.078623,0.078623,722718207,DOGE
27-04-2023,0.078638,0.08095,0.078527,0.08019,0.08019,435944109,DOGE
28-04-2023,0.080193,0.080576,0.079423,0.080364,0.080364,258987983,DOGE
29-04-2023,0.080366,0.081846,0.080303,0.08163,0.08163,268639541,DOGE
30-04-2023,0.081627,0.081701,0.079628,0.079769,0.079769,264245527,DOGE
01-05-2023,0.07976,0.079996,0.077628,0.07882,0.07882,325694977,DOGE
02-05-2023,0.078822,0.079045,0.077832,0.078806,0.078806,234651604,DOGE
03-05-2023,0.078806,0.080527,0.077328,0.079713,0.079713,306950726,DOGE
04-05-2023,0.079703,0.079736,0.078156,0.078449,0.078449,255462655,DOGE
05-05-2023,0.078452,0.081292,0.07791,0.08039,0.08039,335482524,DOGE
06-05-2023,0.080385,0.080385,0.076439,0.076998,0.076998,341154511,DOGE
07-05-2023,0.076987,0.077496,0.076693,0.07671,0.07671,205466114,DOGE
08-05-2023,0.076697,0.077107,0.070946,0.072473,0.072473,459549555,DOGE
09-05-2023,0.072473,0.073304,0.072288,0.073139,0.073139,249148363,DOGE
10-05-2023,0.073143,0.074608,0.07132,0.073226,0.073226,344464160,DOGE
11-05-2023,0.073233,0.073233,0.069567,0.072085,0.072085,325440313,DOGE
12-05-2023,0.072076,0.072567,0.069724,0.072459,0.072459,365130285,DOGE
13-05-2023,0.072434,0.072434,0.071876,0.071922,0.071922,251495904,DOGE
