Date,Open,High,Low,Close,Adj Close,Volume,Type
01-01-2023,0.070287,0.070685,0.069289,0.070225,0.070225,185279750,DOGE
02-01-2023,0.070225,0.072479,0.069358,0.071454,0.071454,405800240,DOGE
03-01-2023,0.071456,0.072197,0.069774,0.070468,0.070468,283398864,DOGE
04-01-2023,0.070468,0.07325,0.07031,0.073237,0.073237,343264145,DOGE
05-01-2023,0.073233,0.075027,0.0714,0.07155,0.07155,424927580,DOGE
06-01-2023,0.071555,0.07257,0.070344,0.07247,0.07247,306914647,DOGE
07-01-2023,0.072469,0.072844,0.071876,0.072222,0.072222,173703551,DOGE
08-01-2023,0.07221,0.073612,0.071546,0.073601,0.073601,246133445,DOGE
09-01-2023,0.073592,0.079211,0.073258,0.075784,0.075784,853703837,DOGE
10-01-2023,0.075769,0.077731,0.07469,0.077729,0.077729,492952309,DOGE
11-01-2023,0.077734,0.078181,0.075178,0.078153,0.078153,394318759,DOGE
12-01-2023,0.079214,0.080717,0.076988,0.080286,0.080286,706796194,DOGE
13-01-2023,0.080284,0.084916,0.079184,0.084438,0.084438,575039277,DOGE
14-01-2023,0.084439,0.09187,0.084362,0.087323,0.087323,1101070507,DOGE
15-01-2023,0.087334,0.087686,0.08313,0.086131,0.086131,501123418,DOGE
16-01-2023,0.086127,0.087904,0.082308,0.083636,0.083636,537067710,DOGE
17-01-2023,0.083652,0.08472,0.082756,0.082982,0.082982,366437449,DOGE
18-01-2023,0.082978,0.089458,0.080174,0.080191,0.080191,1094371447,DOGE
19-01-2023,0.080171,0.082052,0.080132,0.08166,0.08166,337970684,DOGE
20-01-2023,0.081649,0.08676,0.080767,0.086403,0.086403,444441989,DOGE
21-01-2023,0.086408,0.088706,0.084761,0.084765,0.084765,716057148,DOGE
22-01-2023,0.084771,0.092892,0.084771,0.088304,0.088304,794717541,DOGE
23-01-2023,0.08831,0.09115,0.087327,0.088605,0.088605,661273714,DOGE
24-01-2023,0.088577,0.090592,0.08366,0.08395,0.08395,559881331,DOGE
25-01-2023,0.083966,0.08788,0.082446,0.086594,0.086594,542521010,DOGE
26-01-2023,0.086569,0.087358,0.085549,0.086373,0.086373,424196515,DOGE
27-01-2023,0.086365,0.087746,0.084525,0.087123,0.087123,400056534,DOGE
28-01-2023,0.087124,0.092969,0.087124,0.087788,0.087788,642333816,DOGE
29-01-2023,0.087783,0.090859,0.087544,0.090233,0.090233,458157342,DOGE
30-01-2023,0.090221,0.091837,0.085399,0.088337,0.088337,787132771,DOGE
31-01-2023,0.088329,0.097335,0.088329,0.096167,0.096167,1542889216,DOGE
01-02-2023,0.096157,0.096599,0.088752,0.094171,0.094171,1110308356,DOGE
02-02-2023,0.094145,0.095753,0.090957,0.090979,0.090979,776556390,DOGE
03-02-2023,0.090984,0.093209,0.090667,0.092987,0.092987,548668917,DOGE
04-02-2023,0.092975,0.09953,0.092663,0.095782,0.095782,1071858301,DOGE
05-02-2023,0.095747,0.096726,0.090966,0.092095,0.092095,753364305,DOGE
06-02-2023,0.092104,0.093097,0.089062,0.089549,0.089549,488311044,DOGE
07-02-2023,0.089537,0.092634,0.089518,0.092576,0.092576,512569389,DOGE
08-02-2023,0.092564,0.093138,0.089169,0.090156,0.090156,462925887,DOGE
09-02-2023,0.090163,0.090758,0.080172,0.08148,0.08148,819008026,DOGE
10-02-2023,0.081479,0.08288,0.080415,0.08109,0.08109,516764147,DOGE
11-02-2023,0.081066,0.082514,0.080788,0.082372,0.082372,244141279,DOGE
12-02-2023,0.082355,0.085419,0.081742,0.082144,0.082144,448723137,DOGE
13-02-2023,0.082144,0.086205,0.079978,0.082156,0.082156,752090969,DOGE
14-02-2023,0.082143,0.083648,0.081273,0.083534,0.083534,427664094,DOGE
15-02-2023,0.083535,0.089355,0.082832,0.089291,0.089291,846713153,DOGE
16-02-2023,0.089281,0.091262,0.084966,0.085044,0.085044,849757697,DOGE
17-02-2023,0.085055,0.088411,0.084707,0.087766,0.087766,447263733,DOGE
18-02-2023,0.087759,0.089822,0.086974,0.088927,0.088927,397918582,DOGE
19-02-2023,0.088926,0.089738,0.086286,0.086966,0.086966,505191212,DOGE
20-02-2023,0.086994,0.088627,0.085853,0.088208,0.088208,449906814,DOGE
21-02-2023,0.088223,0.088707,0.084845,0.085413,0.085413,483249308,DOGE
22-02-2023,0.085418,0.087464,0.083253,0.085534,0.085534,765182582,DOGE
23-02-2023,0.085535,0.086369,0.083932,0.084292,0.084292,351385340,DOGE
24-02-2023,0.084288,0.0849,0.079889,0.0809,0.0809,449138535,DOGE
25-02-2023,0.080915,0.081779,0.079058,0.080786,0.080786,316321963,DOGE
26-02-2023,0.080776,0.082473,0.080577,0.082202,0.082202,218231642,DOGE
27-02-2023,0.082202,0.082202,0.080204,0.081354,0.081354,267030813,DOGE
28-02-2023,0.081359,0.082735,0.0802,0.080749,0.080749,370709700,DOGE
01-03-2023,0.080762,0.082564,0.080545,0.081964,0.081964,260501052,DOGE
02-03-2023,0.081968,0.082167,0.079859,0.08052,0.08052,225493749,DOGE
03-03-2023,0.080525,0.080572,0.074235,0.076777,0.076777,564252293,DOGE
04-03-2023,0.076778,0.077155,0.0731,0.074556,0.074556,267382234,DOGE
05-03-2023,0.074565,0.075917,0.074415,0.074795,0.074795,215772335,DOGE
06-03-2023,0.07479,0.075061,0.073552,0.074805,0.074805,274994083,DOGE
07-03-2023,0.074805,0.07583,0.07303,0.074048,0.074048,309277502,DOGE
08-03-2023,0.074048,0.074235,0.070767,0.07113,0.07113,321627782,DOGE
09-03-2023,0.071132,0.072203,0.064628,0.065987,0.065987,523758954,DOGE
10-03-2023,0.065996,0.066071,0.063023,0.065833,0.065833,475760293,DOGE
11-03-2023,0.065833,0.068196,0.064447,0.066594,0.066594,449044632,DOGE
12-03-2023,0.066582,0.07125,0.066069,0.071001,0.071001,375272678,DOGE
13-03-2023,0.071,0.073726,0.068514,0.073041,0.073041,537268873,DOGE
14-03-2023,0.073036,0.07764,0.071777,0.074787,0.074787,652033915,DOGE
